X	         Y      	Time	Street	        Offense	Date     	Tract
1348656.471	399538.5342	32874	100 BONIFAY ST	ROBBERY	1/1/1990	160600
1359951.481	410726.1273	32874	320 SCHENLEY RD	ROBBERY	1/1/1990	140100
1357049.25	418429.9175	32874	4779 LIBERTY AV	ROBBERY	1/1/1990	80900
1361745.729	419343.2848	32874	5600 PENN AV	AGGRAVATED ASSAULT	1/1/1990	111500
1353029.519	402359.7471	32875	3247 ARLINGTON AV	ROBBERY	1/2/1990	160400
1351340.433	410399.55	32875	183 BURROWS ST	AGGRAVATED ASSAULT	1/2/1990	51000
1351174.047	410440.8089	32875	220 BURROWS ST	ROBBERY	1/2/1990	40200
1348102.398	412548.4207	32875	2017 CENTRE AV	ROBBERY	1/2/1990	50100
1348176.524	412807.903	32875	2100 WYLIE AV	RAPE	1/2/1990	50100
1348176.524	412807.903	32875	2100 WYLIE AV	ROBBERY	1/2/1990	50100
1347891.491	412839.7694	32875	18 DAVENPORT ST	AGGRAVATED ASSAULT	1/2/1990	50100
1348016.777	414371.3723	32875	900 WHITESIDE RD	AGGRAVATED ASSAULT	1/2/1990	50900
1361170.103	417108.7059	32875	5700 CENTRE AV	ROBBERY	1/2/1990	70500
1357053.079	418023.9992	32875	4808 SCIOTA ST	ROBBERY	1/2/1990	80400
1363624.069	418434.4007	32875	6100 PENN AV	ROBBERY	1/2/1990	111500
1360172.801	419642.5322	32875	5400 PENN AV	AGGRAVATED ASSAULT	1/2/1990	80900
1346005.636	411360.5258	32876	1400 CENTRE AV	ROBBERY	1/3/1990	20100
1348909.156	413189.8419	32876	2200 WYLIE AV	MURDER/MANSLAUGHTER	1/3/1990	50100
1373633.389	414194.3643	32876	500 CORA ST	AGGRAVATED ASSAULT	1/3/1990	130400
1373633.389	414194.3643	32876	500 CORA ST	ROBBERY	1/3/1990	130400
1349934.718	415117.5729	32876	2547 CHAUNCEY DR	AGGRAVATED ASSAULT	1/3/1990	50900
1350936.899	415286.8451	32876	2800 BEDFORD AV	RAPE	1/3/1990	50100
1341388.485	415782.9927	32876	800 UNION PL	RAPE	1/3/1990	220400
1341388.485	415782.9927	32876	800 UNION PL	ROBBERY	1/3/1990	220400
1341249.957	415880.6288	32876	255 E OHIO ST	AGGRAVATED ASSAULT	1/3/1990	220400
1341110.006	416295.0625	32876	801 UNION PL	ROBBERY	1/3/1990	220400
1343874.448	417014.7288	32876	819 CHESTNUT ST	ROBBERY	1/3/1990	230400
1367569.582	418296.1041	32876	500 LINCOLN AV	ROBBERY	1/3/1990	120800
1367569.582	418296.1041	32876	500 LINCOLN AV	ROBBERY	1/3/1990	120800
1367569.582	418296.1041	32876	500 LINCOLN AV	ROBBERY	1/3/1990	120800
1361989.427	404292.4099	32877	4250 MURRAY AV	ROBBERY	1/4/1990	151700
1350511.252	405118.1512	32877	5 KOSCIUSKO WY	ROBBERY	1/4/1990	160800
1373761.365	413784.9999	32877	500 ROSEDALE ST	ROBBERY	1/4/1990	130400
1373125.428	414806.0931	32877	7700 MULFORD ST	ROBBERY	1/4/1990	130400
1379246.705	415121.0466	32877	2227 WILNER DR	AGGRAVATED ASSAULT	1/4/1990	130600
1366925.974	420173.9289	32877	600 LARIMER AV	ROBBERY	1/4/1990	120400
1342861.278	412568.5811	32878	900 PENN AV	ROBBERY	1/5/1990	20100
1372483.48	414669.537	32878	514 N BRADDOCK AV	ROBBERY	1/5/1990	130400
1360336.354	415560.7402	32878	5437 ELLSWORTH AV	ROBBERY	1/5/1990	70900
1361634.23	415662.0171	32878	702 SUMMERLEA ST	ROBBERY	1/5/1990	70500
1343844.033	418118.0833	32878	946 ITIN ST	ROBBERY	1/5/1990	230400
1343844.033	418118.0833	32878	946 ITIN ST	ROBBERY	1/5/1990	230400
1370151.4	419637.7653	32878	6900 APPLE AV	ROBBERY	1/5/1990	120300
1339858.982	421379.5248	32878	2400 PERRYSVILLE AV	AGGRAVATED ASSAULT	1/5/1990	261400
1342160.247	424277.449	32878	315 PENFORT ST	AGGRAVATED ASSAULT	1/5/1990	260900
1342160.247	424277.449	32878	315 PENFORT ST	ROBBERY	1/5/1990	260900
1341659.055	426778.071	32878	300 MT. PLEASANT RD	AGGRAVATED ASSAULT	1/5/1990	260900
1350667.83	405045.6017	32879	2612 JOSEPHINE ST	ROBBERY	1/6/1990	160800
1340515.683	407015.9285	32879	75 WYOMING ST	ROBBERY	1/6/1990	191400
1341790.155	411339.012	32879	200 FORBES AV	ROBBERY	1/6/1990	20100
1352716.503	411605.203	32879	3500 TERRACE ST	ROBBERY	1/6/1990	40200
1371474.338	411687.2152	32879	425 EAST END AV	AGGRAVATED ASSAULT	1/6/1990	140600
1341258.546	414017.4572	32879	100 FEDERAL ST	ROBBERY	1/6/1990	220500
1353369.919	414845.9892	32879	833 SHAWNEE ST	ROBBERY	1/6/1990	50600
1371835.513	415572.1066	32879	7331 HAMILTON AV	AGGRAVATED ASSAULT	1/6/1990	130300
1346750.042	415893.5361	32879	1 TWENTY-FIRST ST	ROBBERY	1/6/1990	20300
1355917.466	419200.0024	32879	4500 LIBERTY AV	AGGRAVATED ASSAULT	1/6/1990	80200
1366375.436	419909.9727	32879	512 LARIMER AV	ROBBERY	1/6/1990	120400
1370725.814	423718.5169	32879	7150 HIGHLAND DR	ROBBERY	1/6/1990	120100
1360704.412	428512.5181	32879	6200 BUTLER ST	AGGRAVATED ASSAULT	1/6/1990	101800
1348680.281	412830.3652	32880	2100 CENTRE AV	AGGRAVATED ASSAULT	1/7/1990	50100
1342458.199	416230.5508	32880	537 E OHIO ST	ROBBERY	1/7/1990	230400
1366763.482	418179.6586	32880	323 LINCOLN AV	ROBBERY	1/7/1990	120800
1363871.159	419915.0006	32880	6000 RODMAN ST	ROBBERY	1/7/1990	111500
1341906.73	423788.6175	32880	200 PENFORT ST	ROBBERY	1/7/1990	260900
1336665.254	402928.8166	32881	590 CRANE AV	ROBBERY	1/8/1990	191600
1341193.376	408418.6331	32881	100 W CARSON ST	ROBBERY	1/8/1990	192100
1373761.365	413784.9999	32881	500 ROSEDALE ST	ROBBERY	1/8/1990	130400
1348167.911	416217.5595	32881	2516 PENN AV	AGGRAVATED ASSAULT	1/8/1990	20300
1363279.887	417586.62	32881	211 S HIGHLAND AV	ROBBERY	1/8/1990	70800
1363840.763	418748.177	32881	6100 BROAD ST	AGGRAVATED ASSAULT	1/8/1990	111500
1358396.452	419830.3985	32881	5100 PENN AV	ROBBERY	1/8/1990	80900
1335124.013	401439.0872	32882	1500 BEECHVIEW AV	ROBBERY	1/9/1990	191600
1347675.822	410464.9215	32882	100 DINWIDDIE ST	RAPE	1/9/1990	30500
1353409.166	410586.0196	32882	3440 FORBES AV	ROBBERY	1/9/1990	40500
1364675.593	416119.4243	32882	400 DENNISTON AV	ROBBERY	1/9/1990	70800
1341869.054	416653.8026	32882	906 CEDAR AV	RAPE	1/9/1990	230400
1364134.57	417889.5501	32882	226 SHADY AV	ROBBERY	1/9/1990	70800
1358396.452	419830.3985	32882	5100 PENN AV	AGGRAVATED ASSAULT	1/9/1990	80900
1366113.28	408075.9263	32883	2331 BEECHWOOD BL	ROBBERY	1/10/1990	140800
1355044.97	408903.8334	32883	3400 WARD ST	ROBBERY	1/10/1990	40600
1336594.317	409028.4429	32883	319 ONEIDA ST	ROBBERY	1/10/1990	191100
1351341.718	410356.3329	32883	200 BURROWS ST	ROBBERY	1/10/1990	40200
1353641.557	410779.9931	32883	3500 FORBES AV	ROBBERY	1/10/1990	40500
1356552.871	412890.5355	32883	300 S CRAIG ST	ROBBERY	1/10/1990	40400
1357007.371	413791.6362	32883	4708 ELLSWORTH AV	ROBBERY	1/10/1990	70900
1342355.012	415582.8185	32883	420 PRESSLEY ST	AGGRAVATED ASSAULT	1/10/1990	230400
1342355.012	415582.8185	32883	420 PRESSLEY ST	MURDER/MANSLAUGHTER	1/10/1990	230400
1372840.249	415612.711	32883	7600 KELLY ST	AGGRAVATED ASSAULT	1/10/1990	130400
1361206.946	416023.7661	32883	5700 ELLSWORTH AV	ROBBERY	1/10/1990	70500
1338421.37	416404.796	32883	800 W NORTH AV	ROBBERY	1/10/1990	220600
1340911.821	416924.222	32883	100 E NORTH AV	ROBBERY	1/10/1990	220600
1344511.147	417482.8988	32883	904 VINIAL ST	ROBBERY	1/10/1990	240600
1364571.257	405078.5863	32884	6415 MONITOR ST	ROBBERY	1/11/1990	141400
1362935.4	409488.6018	32884	5705 DARLINGTON RD	ROBBERY	1/11/1990	141300
1348694.188	410329.8069	32884	2020 FIFTH AV	RAPE	1/11/1990	10300
1344133.72	410824.8955	32884	700 FIFTH AV	ROBBERY	1/11/1990	10300
1369630.503	416273.9372	32884	7000 HAMILTON AV	AGGRAVATED ASSAULT	1/11/1990	130300
1334846.48	417140.621	32884	1424 N FRANKLIN ST	ROBBERY	1/11/1990	210700
1340420.948	418135.6784	32884	10 HENDERSON ST	ROBBERY	1/11/1990	250300
1360169.856	418619.0956	32884	300 S GRAHAM ST	ROBBERY	1/11/1990	80600
1359862.521	421649.8529	32884	5300 CORNWALL ST	AGGRAVATED ASSAULT	1/11/1990	101600
1363057.276	422147.2438	32884	800 N NEGLEY AV	ROBBERY	1/11/1990	110200
1345165.498	405058.8807	32885	1125 ARLINGTON AV	ROBBERY	1/12/1990	180300
1325022.399	406669.2052	32885	2530 NOBLESTOWN RD	ROBBERY	1/12/1990	281200
1348246.347	407544.4022	32885	1916 WHARTON SQ	ROBBERY	1/12/1990	170200
1351054.138	410512.1081	32885	236 BURROWS ST	ROBBERY	1/12/1990	40200
1357178.506	413389.0863	32885	4721 FIFTH AV	ROBBERY	1/12/1990	70900
1376456.558	414038.7912	32885	1722 MAPLEWOOD AV	ROBBERY	1/12/1990	130600
1375232.36	415240.3088	32885	559 SINGER PL	AGGRAVATED ASSAULT	1/12/1990	130600
1336344.3	415396.2422	32885	1200 WESTERN AV	ROBBERY	1/12/1990	210700
1371067.401	416204.8961	32885	7200 KELLY ST	AGGRAVATED ASSAULT	1/12/1990	130300
1360137.56	418036.8522	32885	373 S GRAHAM ST	ROBBERY	1/12/1990	80700
1359156.844	418756.681	32885	5218 FRIENDSHIP AV	ROBBERY	1/12/1990	80600
1365541.217	419444.5301	32885	6290 AUBURN ST	AGGRAVATED ASSAULT	1/12/1990	120800
1365541.217	419444.5301	32885	6290 AUBURN ST	ROBBERY	1/12/1990	120800
1343937.27	400422.2472	32886	304 SUNCREST ST	ROBBERY	1/13/1990	300100
1340498.267	406463.791	32886	19 BOGGS AV	ROBBERY	1/13/1990	191500
1341193.376	408418.6331	32886	100 W CARSON ST	RAPE	1/13/1990	192100
1356015.273	414624.5275	32886	230 N CRAIG ST	ROBBERY	1/13/1990	50700
1351919.487	416485.0842	32886	900 HERRON AV	ROBBERY	1/13/1990	50600
1366308.05	418199.0485	32886	6481 FRANKSTOWN AV	ROBBERY	1/13/1990	120800
1352167.474	418788.1581	32886	3400 LIBERTY AV	ROBBERY	1/13/1990	60300
1340358.516	418063.7574	32887	1 ALPINE ST	AGGRAVATED ASSAULT	1/14/1990	250300
1351183.029	410482.0054	32888	211 BURROWS ST	AGGRAVATED ASSAULT	1/15/1990	51000
1346775.118	410574.5466	32888	1600 FIFTH AV	AGGRAVATED ASSAULT	1/15/1990	10300
1346775.118	410574.5466	32888	1600 FIFTH AV	ROBBERY	1/15/1990	10300
1375199.387	415958.6475	32888	8100 FRANKSTOWN AV	AGGRAVATED ASSAULT	1/15/1990	130600
1342709.971	416295.7223	32888	609 E OHIO ST	ROBBERY	1/15/1990	230400
1341087.095	417642.7939	32888	1400 SANDUSKY ST	AGGRAVATED ASSAULT	1/15/1990	220600
1370004.246	420807.4845	32888	6628 BRAINARD ST	AGGRAVATED ASSAULT	1/15/1990	120300
1355089.881	420937.5121	32888	422 FORTY-FOURTH ST	ROBBERY	1/15/1990	90200
1347066.867	411887.4549	32889	1800 CENTRE AV	AGGRAVATED ASSAULT	1/16/1990	30500
1347066.867	411887.4549	32889	1800 CENTRE AV	ROBBERY	1/16/1990	30500
1355799.792	413225.4539	32889	101 N BELLEFIELD AV	ROBBERY	1/16/1990	40400
1367578.162	415587.9998	32889	128 N LINDEN AV	ROBBERY	1/16/1990	140500
1364246.604	416473.5759	32889	6334 WALNUT ST	ROBBERY	1/16/1990	70800
1357878.729	418527.4065	32889	357 GROSS ST	ROBBERY	1/16/1990	80900
1365928.858	421434.4674	32889	6345 GLENVIEW PL	ROBBERY	1/16/1990	110600
1337604.193	429318.4095	32889	3900 PERRYSVILLE AV	ROBBERY	1/16/1990	260200
1338569.087	405039.0892	32890	5 PENELOPE ST	RAPE	1/17/1990	191400
1352559.371	410320.7755	32890	3335 FIFTH AV	AGGRAVATED ASSAULT	1/17/1990	40200
1328031.491	414080.5063	32890	1400 CRUCIBLE ST	ROBBERY	1/17/1990	281400
1364383.259	423416.6316	32890	1142 N ST CLAIR ST	ROBBERY	1/17/1990	110200
1344459.58	399626.2422	32891	748 BROWNSVILLE RD	ROBBERY	1/18/1990	300100
1354141.381	411314.4765	32891	3707 FORBES AV	ROBBERY	1/18/1990	40500
1338942.298	416534.4793	32891	600 W NORTH AV	ROBBERY	1/18/1990	220600
1335251.529	417165.3565	32891	1325 N FRANKLIN ST	ROBBERY	1/18/1990	210700
1363299.617	417978.1419	32891	141 S HIGHLAND AV	ROBBERY	1/18/1990	70800
1367127.196	420310.8344	32891	701 LARIMER AV	AGGRAVATED ASSAULT	1/18/1990	120400
1363168.621	420427.2711	32891	5800 EAST LIBERTY BL	AGGRAVATED ASSAULT	1/18/1990	111500
1331014.409	426377.3679	32891	3633 CALIFORNIA AV	ROBBERY	1/18/1990	270100
1331581.794	404098.1869	32892	399 OAKVILLE DR	ROBBERY	1/19/1990	202300
1342937.569	404117.0482	32892	600 INDUSTRY ST	AGGRAVATED ASSAULT	1/19/1990	180300
1342937.569	404117.0482	32892	600 INDUSTRY ST	ROBBERY	1/19/1990	180300
1348725.144	411901.3076	32892	2152 ELMORE SQ	AGGRAVATED ASSAULT	1/19/1990	51100
1371499.821	413093.4957	32892	7600 PENN AV	ROBBERY	1/19/1990	140600
1371394.364	415409.8951	32892	7326 TIOGA ST	RAPE	1/19/1990	130300
1372924.072	415958.3166	32892	800 N BRADDOCK AV	ROBBERY	1/19/1990	130400
1342258.298	416477.0205	32892	800 JAMES ST	ROBBERY	1/19/1990	230400
1340180.271	407399.9951	32893	300 SHILOH ST	ROBBERY	1/20/1990	191400
1356585.382	413377.7677	32893	100 N CRAIG ST	ROBBERY	1/20/1990	40400
1337793.588	415539.9243	32893	900 MAOLIS WY	AGGRAVATED ASSAULT	1/20/1990	220100
1337793.588	415539.9243	32893	900 MAOLIS WY	ROBBERY	1/20/1990	220100
1372305.537	415576.782	32893	7508 FORMOSA WY	RAPE	1/20/1990	130300
1340562.248	417004.5744	32893	1200 FEDERAL ST	ROBBERY	1/20/1990	220600
1373200.078	421483.9266	32893	1685 BROADHEAD ST	AGGRAVATED ASSAULT	1/20/1990	120200
1371091.998	427874.6529	32893	800 FREEPORT RD	MURDER/MANSLAUGHTER	1/20/1990	120100
1347565.044	393695.3613	32894	2373 HOPELAND ST	RAPE	1/21/1990	290400
1348620.194	399599.7489	32894	725 CRESSWELL AV	ROBBERY	1/21/1990	160600
1373633.389	414194.3643	32894	500 CORA ST	ROBBERY	1/21/1990	130400
1353819.278	415108.7281	32894	3216 CAMP ST	AGGRAVATED ASSAULT	1/21/1990	50600
1351919.487	416485.0842	32894	900 HERRON AV	ROBBERY	1/21/1990	50600
1367127.196	420310.8344	32894	701 LARIMER AV	AGGRAVATED ASSAULT	1/21/1990	120400
1348700.401	414201.2632	32895	2217 BEDFORD ST	AGGRAVATED ASSAULT	1/22/1990	50900
1348700.401	414201.2632	32895	2217 BEDFORD ST	AGGRAVATED ASSAULT	1/22/1990	50900
1348700.401	414201.2632	32895	2217 BEDFORD ST	ROBBERY	1/22/1990	50900
1363407.267	417048.1087	32895	6100 ALDER ST	ROBBERY	1/22/1990	70600
1362539.612	422462.8158	32895	5511 STANTON AV	ROBBERY	1/22/1990	110200
1362108.595	422660.1837	32895	5429 STANTON AV	AGGRAVATED ASSAULT	1/22/1990	101400
1351590.613	410511.002	32896	145 BURROWS ST	ROBBERY	1/23/1990	51000
1351628.017	410839.9492	32896	100 BURROWS ST	ROBBERY	1/23/1990	40200
1371163.027	416530.0007	32896	7200 BENNETT ST	ROBBERY	1/23/1990	130300
1366150.804	418511.5754	32896	200 PAULSON AV	ROBBERY	1/23/1990	120800
1344223.94	420744.2696	32896	1139 BUENTE ST	AGGRAVATED ASSAULT	1/23/1990	262000
1348510.077	402260.3546	32897	2130 JONQUIL ST	AGGRAVATED ASSAULT	1/24/1990	160300
1345165.498	405058.8807	32897	1125 ARLINGTON AV	ROBBERY	1/24/1990	180300
1352854.5	410570.9141	32897	100 HALKET ST	ROBBERY	1/24/1990	40900
1342270.924	412725.272	32897	137 SEVENTH ST	ROBBERY	1/24/1990	20100
1356585.382	413377.7677	32897	100 N CRAIG ST	ROBBERY	1/24/1990	40400
1347003.564	413675.5642	32897	1899 CLIFF ST	ROBBERY	1/24/1990	30500
1348433.63	414145.2214	32897	811 WHITESIDE RD	AGGRAVATED ASSAULT	1/24/1990	50900
1340606.71	414947.3058	32897	1 S COMMONS ST	AGGRAVATED ASSAULT	1/24/1990	220400
1340606.71	414947.3058	32897	1 S COMMONS ST	ROBBERY	1/24/1990	220400
1372265.065	415588.9992	32897	7500 FORMOSA WY	ROBBERY	1/24/1990	130300
1320975.515	415677.8758	32897	200 VILLAGE RD	RAPE	1/24/1990	280800
1372783.245	417213.325	32897	7400 MONTICELLO ST	AGGRAVATED ASSAULT	1/24/1990	130200
1361449.082	418642.0764	32897	200 S NEGLEY AV	ROBBERY	1/24/1990	80700
1344223.94	420744.2696	32897	1139 BUENTE ST	AGGRAVATED ASSAULT	1/24/1990	262000
1347675.822	410464.9215	32898	100 DINWIDDIE ST	ROBBERY	1/25/1990	30500
1358205.688	412438.5393	32898	5000 FORBES AV	ROBBERY	1/25/1990	140100
1376482.12	416635.4547	32898	8400 FRANKSTOWN AV	ROBBERY	1/25/1990	130600
1339911.543	418006.9517	32898	108 ALPINE ST	ROBBERY	1/25/1990	250300
1368078.842	418467.9674	32898	600 LINCOLN AV	ROBBERY	1/25/1990	120800
1327518.767	419573.0563	32898	300 TABOR ST	ROBBERY	1/25/1990	201700
1371316.24	412406.2091	32899	7600 BRASHEAR ST	ROBBERY	1/26/1990	140600
1342314.159	412408.5524	32899	200 SEVENTH ST	ROBBERY	1/26/1990	20100
1341218.443	414224.1291	32899	200 FEDERAL ST	ROBBERY	1/26/1990	220500
1340606.71	414947.3058	32899	1 S COMMONS ST	ROBBERY	1/26/1990	220400
1371420.864	415685.5953	32899	7300 HAMILTON AV	ROBBERY	1/26/1990	130300
1367217.212	416033.3542	32899	6724 THOMAS BL	RAPE	1/26/1990	140500
1338942.298	416534.4793	32899	600 W NORTH AV	ROBBERY	1/26/1990	220600
1363840.763	418748.177	32899	6100 BROAD ST	RAPE	1/26/1990	111500
1357754.83	419956.6672	32899	4900 PENN AV	ROBBERY	1/26/1990	80900
1346958.711	407451.2231	32900	1 FIFTEENTH ST	AGGRAVATED ASSAULT	1/27/1990	170200
1346274.612	411503.956	32900	1500 CENTRE AV	ROBBERY	1/27/1990	30500
1358852.855	416243.1718	32900	5230 CENTRE AV	AGGRAVATED ASSAULT	1/27/1990	70900
1363840.763	418748.177	32900	6100 BROAD ST	ROBBERY	1/27/1990	111500
1343778.074	390559.8916	32901	717 MAYTIDE ST	RAPE	1/28/1990	320400
1348866.626	402654.703	32901	2200 ARLINGTON AV	ROBBERY	1/28/1990	160300
1346133.263	410445.8672	32901	1400 WATSON ST	ROBBERY	1/28/1990	10300
1343322.346	412284.6672	32901	700 SMITHFIELD ST	ROBBERY	1/28/1990	20100
1342314.159	412408.5524	32901	200 SEVENTH ST	ROBBERY	1/28/1990	20100
1338715.819	415189.4312	32901	700 BRIGHTON RD	AGGRAVATED ASSAULT	1/28/1990	220100
1372762.225	416422.9529	32901	7449 FRANKSTOWN AV	RAPE	1/28/1990	130200
1358940.788	416958.9881	32901	5176 LIBERTY AV	ROBBERY	1/28/1990	80400
1360004.204	417028.7618	32901	5500 BAUM BL	AGGRAVATED ASSAULT	1/28/1990	80700
1363792.96	409860.9435	32902	5800 FORBES AV	ROBBERY	1/29/1990	140800
1340562.248	417004.5744	32902	1200 FEDERAL ST	ROBBERY	1/29/1990	220600
1364077.01	417227.1635	32902	265 SHADY AV	AGGRAVATED ASSAULT	1/29/1990	70800
1342956.589	412328.0648	32903	801 LIBERTY AV	AGGRAVATED ASSAULT	1/30/1990	20100
1371688.271	413038.1647	32903	7701 PENN AV	ROBBERY	1/30/1990	140500
1373633.389	414194.3643	32903	500 CORA ST	ROBBERY	1/30/1990	130400
1372589.871	414948.5923	32903	537 N BRADDOCK AV	ROBBERY	1/30/1990	130300
1369079.8	416880.8084	32903	708 N DALLAS AV	ROBBERY	1/30/1990	120700
1357716.271	400325.8495	32904	4800 CHATSWORTH ST	ROBBERY	1/31/1990	151500
1365011.408	408225.7558	32904	6300 DOUGLAS ST	ROBBERY	1/31/1990	140800
1352716.503	411605.203	32904	3500 TERRACE ST	ROBBERY	1/31/1990	40200
1345721.909	412709.4472	32904	107 CRAWFORD ST	ROBBERY	1/31/1990	30500
1340606.71	414947.3058	32904	1 S COMMONS ST	AGGRAVATED ASSAULT	1/31/1990	220400
1361259.709	418195.5139	32904	5700 FRIENDSHIP AV	ROBBERY	1/31/1990	111500
1361100.911	419465.3026	32904	5482 PENN AV	ROBBERY	1/31/1990	80700
1354200.07	411645.4847	32905	119 OAKLAND AV	ROBBERY	2/1/1990	40500
1343569.715	412131.1889	32905	700 WILLIAM PENN PL	ROBBERY	2/1/1990	20100
1342997.032	412299.0477	32905	808 LIBERTY AV	AGGRAVATED ASSAULT	2/1/1990	20100
1343025.066	412308.0578	32905	816 LIBERTY AV	ROBBERY	2/1/1990	20100
1349198.049	412905.2195	32905	2214 CENTRE AV	AGGRAVATED ASSAULT	2/1/1990	50100
1373633.389	414194.3643	32905	500 CORA ST	ROBBERY	2/1/1990	130400
1370500.384	415146.923	32905	500 N HOMEWOOD AV	ROBBERY	2/1/1990	140500
1319690.505	415395.9347	32905	3500 OLD ORCHARD CIR	AGGRAVATED ASSAULT	2/1/1990	280800
1351787.736	418835.1883	32905	3349 LIBERTY AV	ROBBERY	2/1/1990	60300
1361437.027	419770.7096	32905	200 N FAIRMONT ST	ROBBERY	2/1/1990	111400
1355224.56	420243.633	32905	4201 PENN AV	ROBBERY	2/1/1990	90200
1347623.61	410445.6152	32906	1840 FIFTH AV	ROBBERY	2/2/1990	10300
1341981.033	411666.6338	32906	220 FIFTH AV	ROBBERY	2/2/1990	20100
1346156.842	412250.7962	32906	1545 WYLIE AV	ROBBERY	2/2/1990	30500
1342968.829	412289.9834	32906	800 LIBERTY AV	ROBBERY	2/2/1990	20100
1349036.773	412923.3972	32906	2200 CENTRE AV	ROBBERY	2/2/1990	50100
1349857.814	414399.0904	32906	702 DUFF ST	AGGRAVATED ASSAULT	2/2/1990	50100
1340606.71	414947.3058	32906	1 S COMMONS ST	ROBBERY	2/2/1990	220400
1346750.042	415893.5361	32906	1 TWENTY-FIRST ST	ROBBERY	2/2/1990	20300
1373544.577	416107.7284	32906	7700 FRANKSTOWN AV	AGGRAVATED ASSAULT	2/2/1990	130400
1371705.248	417583.8929	32906	7229 MONTICELLO ST	ROBBERY	2/2/1990	130200
1340913.693	418281.5364	32906	1615 SANDUSKY CT	AGGRAVATED ASSAULT	2/2/1990	250900
1340913.693	418281.5364	32906	1615 SANDUSKY CT	ROBBERY	2/2/1990	250900
1356164.019	418737.409	32906	319 SAPPHIRE WY	ROBBERY	2/2/1990	80200
1370983.002	421352.7568	32906	1374 PAULSON AV	ROBBERY	2/2/1990	120300
1332583.335	424944.1039	32906	3411 REUBEN ST	AGGRAVATED ASSAULT	2/2/1990	270300
1345409.882	402265.8578	32907	100 ZARA ST	ROBBERY	2/3/1990	300100
1369857.709	413910.4993	32907	108 N HOMEWOOD AV	RAPE	2/3/1990	140500
1340653.284	416846.3244	32907	1100 FEDERAL ST	AGGRAVATED ASSAULT	2/3/1990	220600
1359062.092	418775.0045	32907	300 S PACIFIC AV	ROBBERY	2/3/1990	80600
1361720.747	419362.3201	32907	100 S NEGLEY AV	AGGRAVATED ASSAULT	2/3/1990	80700
1348768.474	399523.2886	32908	769 CRESSWELL ST	RAPE	2/4/1990	160600
1343346.842	412406.7341	32908	900 LIBERTY AV	ROBBERY	2/4/1990	20100
1371303.891	416905.6321	32908	900 N HOMEWOOD AV	ROBBERY	2/4/1990	130200
1357949.813	398962.4082	32909	134 TIPTON ST	ROBBERY	2/5/1990	151500
1353211.132	410914.5314	32909	3459 FIFTH AV	ROBBERY	2/5/1990	40200
1342060.489	411629.5308	32909	242 FIFTH AV	ROBBERY	2/5/1990	20100
1350788.041	411706.0298	32909	339 BURROWS ST	ROBBERY	2/5/1990	51000
1343346.842	412406.7341	32909	900 LIBERTY AV	ROBBERY	2/5/1990	20100
1348459.834	414104.4569	32909	803 WHITESIDE RD	AGGRAVATED ASSAULT	2/5/1990	50900
1338715.819	415189.4312	32909	700 BRIGHTON RD	ROBBERY	2/5/1990	220100
1378835.466	416028.8688	32909	2285 BRACEY DR	AGGRAVATED ASSAULT	2/5/1990	130600
1378526.736	416137.4407	32909	2336 BRACEY DR	AGGRAVATED ASSAULT	2/5/1990	130600
1358877.796	416295.3524	32909	5225 CENTRE AV	RAPE	2/5/1990	80400
1358619.769	421177.9512	32909	5101 HILLCREST ST	RAPE	2/5/1990	101600
1348354.626	399816.8378	32910	700 CRESSWELL AV	ROBBERY	2/6/1990	160600
1340314.28	406411.9318	32910	100 BOGGS AV	ROBBERY	2/6/1990	191400
1348440.37	411856.739	32910	2005 GROVE PL	ROBBERY	2/6/1990	51100
1358852.855	416243.1718	32910	5230 CENTRE AV	ROBBERY	2/6/1990	70900
1363471.324	418533.4317	32910	6021 PENN AV	ROBBERY	2/6/1990	111500
1363486.385	418937.8691	32910	6000 BROAD ST	AGGRAVATED ASSAULT	2/6/1990	111500
1359862.521	421649.8529	32910	5300 CORNWALL ST	AGGRAVATED ASSAULT	2/6/1990	101600
1335335.574	422239.8801	32910	1100 WOODLAND AV	ROBBERY	2/6/1990	271500
1359284.862	402094.8158	32911	500 HAZELWOOD AV	ROBBERY	2/7/1990	151500
1362091.155	403471.8783	32911	4371 MURRAY AV	ROBBERY	2/7/1990	151700
1361977.633	407888.9994	32911	5536 HOBART ST	ROBBERY	2/7/1990	141300
1341193.376	408418.6331	32911	100 W CARSON ST	RAPE	2/7/1990	192100
1349173.272	409975.468	32911	2116 FORBES AV	ROBBERY	2/7/1990	10300
1342861.278	412568.5811	32911	900 PENN AV	ROBBERY	2/7/1990	20100
1361860.293	419581.6975	32911	200 N NEGLEY AV	AGGRAVATED ASSAULT	2/7/1990	111500
1334868.306	396308.4844	32912	2518 WEST LIBERTY AV	ROBBERY	2/8/1990	192000
1340291.572	403814.9481	32912	73 INDUSTRY ST	AGGRAVATED ASSAULT	2/8/1990	180900
1349011.289	407494.2595	32912	2100 WHARTON SQ	ROBBERY	2/8/1990	160900
1350872.675	410666.5447	32912	261 BURROWS ST	MURDER/MANSLAUGHTER	2/8/1990	51000
1342746.412	411260.1081	32912	400 FIFTH AV	ROBBERY	2/8/1990	20100
1355779.218	415157.8498	32912	300 N CRAIG ST	ROBBERY	2/8/1990	50700
1329936.928	415967.8864	32912	2500 GLEN MAWR AV	ROBBERY	2/8/1990	201800
